gene.name	uniprot	MolecularFunctions	gene.score	in.AutismKB	in.DDG2P_16_7_2019	in.Table S5	in.denovo_rare(MAF<1%)	in.iPSYCH	in.SFARI	resource.count	in.signor	in.largest.comp	out.edge.in.largest.comp	in.edge.in.largest.comp	glob.out	glob.in
ABCC2	Q92887	"ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ABC-type transporter activity [GO:0140359]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATPase-coupled inorganic anion transmembrane transporter activity [GO:0043225]; ATPase-coupled transmembrane transporter activity [GO:0042626]; bilirubin transmembrane transporter activity [GO:0015127]; organic anion transmembrane transporter activity [GO:0008514]; xenobiotic transmembrane transporter activity [GO:0042910]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
CENPF	P49454	"chromatin binding [GO:0003682]; DNA-binding transcription factor binding [GO:0140297]; dynein complex binding [GO:0070840]; microtubule binding [GO:0008017]; protein C-terminus binding [GO:0008022]; protein homodimerization activity [GO:0042803]"		no	yes	no	no	no	no	1	yes	yes	NA	NA	NA	NA
MT-ND4	P03905	"NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ubiquinone binding [GO:0048039]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
SCX	Q7RTU7	"bHLH transcription factor binding [GO:0043425]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; E-box binding [GO:0070888]; protein dimerization activity [GO:0046983]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific DNA binding [GO:0043565]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
PHF12	Q96QT6	"metal ion binding [GO:0046872]; phosphatidylinositol binding [GO:0035091]; transcription corepressor activity [GO:0003714]; transcription corepressor binding [GO:0001222]"	1	no	no	no	no	yes	yes	2	yes	yes	8	0	8	0
MYO6	Q9UM54	"actin binding [GO:0003779]; actin filament binding [GO:0051015]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; cytoskeletal motor activity [GO:0003774]; identical protein binding [GO:0042802]; microfilament motor activity [GO:0000146]; minus-end directed microfilament motor activity [GO:0060001]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
BCL2L1	Q07817	"BH3 domain binding [GO:0051434]; identical protein binding [GO:0042802]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]"		no	no	no	no	no	no	0	yes	yes	7	16	7	16
POU2F2	P09086	"DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]"		no	no	no	no	no	no	0	yes	yes	0	2	0	2
RPL22	P35268	"heparin binding [GO:0008201]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
BNIP2	Q12982	"calcium ion binding [GO:0005509]; GTPase activator activity [GO:0005096]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
PREPL	Q4J6C6	"peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
TAL2	Q16559	"DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
ANKRD11	Q6UB99		1	yes	yes	yes	no	yes	yes	5	yes	yes	6	1	6	1
NDN	Q99608	"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; gamma-tubulin binding [GO:0043015]; promoter-specific chromatin binding [GO:1990841]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"		no	no	no	no	no	no	0	yes	yes	5	0	5	0
MIR137			2	no	no	no	no	no	yes	1	no	no	NA	NA	NA	NA
LSM4	Q9Y4Z0	"PH domain binding [GO:0042731]; RNA binding [GO:0003723]; U6 snRNA binding [GO:0017070]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
CNTN3	Q9P232		3	no	no	no	no	no	yes	1	no	no	NA	NA	NA	NA
MED12	Q93074	"beta-catenin binding [GO:0008013]; chromatin binding [GO:0003682]; nuclear receptor coactivator activity [GO:0030374]; nuclear thyroid hormone receptor binding [GO:0046966]; nuclear vitamin D receptor binding [GO:0042809]; protein C-terminus binding [GO:0008022]; protein domain specific binding [GO:0019904]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]; ubiquitin protein ligase activity [GO:0061630]"		no	yes	no	no	no	no	1	yes	yes	1	1	1	1
SLC35B1	P78383	"ATP:ADP antiporter activity [GO:0005471]; transmembrane transporter activity [GO:0022857]; UDP-galactose transmembrane transporter activity [GO:0005459]; UDP-glucose transmembrane transporter activity [GO:0005460]"	2	no	no	no	no	no	yes	1	no	no	NA	NA	NA	NA
LRAT	O95237	"acyltransferase activity [GO:0016746]; lecithin:11-cis retinol acyltransferase activity [GO:0102279]; O-palmitoyltransferase activity [GO:0016416]; phosphatidylcholine-retinol O-acyltransferase activity [GO:0047173]; retinoic acid binding [GO:0001972]; retinol binding [GO:0019841]"		no	yes	no	no	no	no	1	yes	yes	2	0	2	0
HTR1F	P30939	"G protein-coupled serotonin receptor activity [GO:0004993]; neurotransmitter receptor activity [GO:0030594]; serotonin binding [GO:0051378]"		no	no	no	no	no	no	0	yes	yes	2	7	2	7
GRIK4	Q16099	"glutamate receptor activity [GO:0008066]; kainate selective glutamate receptor activity [GO:0015277]; ligand-gated ion channel activity [GO:0015276]; ligand-gated ion channel activity involved in regulation of presynaptic membrane potential [GO:0099507]; signaling receptor activity [GO:0038023]; transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]"	3	no	no	no	no	no	yes	1	yes	yes	2	1	2	1
PEX13	Q92968	protein transmembrane transporter activity [GO:0008320]		no	yes	no	no	no	no	1	yes	yes	0	1	0	1
PRAMEF4	O60810			no	no	no	yes	no	no	1	no	no	NA	NA	NA	NA
DTL	Q9NZJ0	protein-macromolecule adaptor activity [GO:0030674]		no	no	no	no	no	no	0	yes	yes	0	1	0	1
VPS53	Q5VIR6			no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
HERC3	Q15034	ubiquitin protein ligase activity [GO:0061630]		no	no	no	no	no	no	0	yes	yes	0	1	0	1
RAB7A	P51149	"G protein activity [GO:0003925]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; retromer complex binding [GO:1905394]; small GTPase binding [GO:0031267]"		no	no	no	no	no	no	0	yes	yes	4	1	4	1
ELF1	P32519	"DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]"		no	no	no	no	no	no	0	yes	yes	0	2	0	2
GLRB	P48167	"excitatory extracellular ligand-gated ion channel activity [GO:0005231]; extracellularly glycine-gated chloride channel activity [GO:0016934]; extracellularly glycine-gated ion channel activity [GO:0016933]; glycine binding [GO:0016594]; neurotransmitter receptor activity [GO:0030594]; protein-containing complex binding [GO:0044877]; transmembrane signaling receptor activity [GO:0004888]; transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential [GO:1904315]"		no	no	no	no	no	no	0	yes	yes	0	2	0	2
ADAM10	O14672	"endopeptidase activity [GO:0004175]; integrin binding [GO:0005178]; metal ion binding [GO:0046872]; metallodipeptidase activity [GO:0070573]; metalloendopeptidase activity [GO:0004222]; metalloendopeptidase activity involved in amyloid precursor protein catabolic process [GO:1902945]; metallopeptidase activity [GO:0008237]; molecular adaptor activity [GO:0060090]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; SH3 domain binding [GO:0017124]; signaling receptor binding [GO:0005102]"		no	no	no	yes	no	no	1	yes	yes	7	6	7	6
TTBK1	Q5TCY1	"ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; tau protein binding [GO:0048156]; tau-protein kinase activity [GO:0050321]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
UBE2L5	A0A1B0GUS4	"ATP binding [GO:0005524]; ligase activity [GO:0016874]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]"		no	no	no	no	no	no	0	yes	yes	0	2	0	2
RAI1	Q7Z5J4	metal ion binding [GO:0046872]	1	no	yes	no	no	yes	yes	3	yes	yes	1	0	1	0
IGFBP1	P08833	"insulin-like growth factor binding [GO:0005520]; insulin-like growth factor I binding [GO:0031994]; insulin-like growth factor II binding [GO:0031995]; signaling receptor binding [GO:0005102]"		no	no	no	no	no	no	0	yes	yes	NA	NA	0	1
DARS2	Q6PI48	"aspartate-tRNA ligase activity [GO:0004815]; aspartate-tRNA(Asn) ligase activity [GO:0050560]; ATP binding [GO:0005524]; protein homodimerization activity [GO:0042803]; tRNA binding [GO:0000049]"		no	yes	no	no	no	no	1	yes	yes	0	1	0	1
PSD3	Q9NYI0	guanyl-nucleotide exchange factor activity [GO:0005085]	3	no	no	no	no	no	yes	1	no	no	NA	NA	NA	NA
C1QB	P02746			no	no	no	no	no	no	0	yes	yes	1	1	1	1
HDAC9	Q9UKV0	"DNA-binding transcription factor binding [GO:0140297]; histone deacetylase activity [GO:0004407]; histone deacetylase binding [GO:0042826]; histone H4K16 deacetylase activity [GO:0034739]; metal ion binding [GO:0046872]; protein kinase C binding [GO:0005080]; protein lysine deacetylase activity [GO:0033558]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription corepressor activity [GO:0003714]"		no	no	no	no	no	no	0	yes	yes	1	12	1	12
RASGRP1	O95267	"calcium ion binding [GO:0005509]; diacylglycerol binding [GO:0019992]; guanyl-nucleotide exchange factor activity [GO:0005085]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; phosphatidylcholine binding [GO:0031210]; zinc ion binding [GO:0008270]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
GPR17	Q13304	"chemokine receptor activity [GO:0004950]; G protein-coupled receptor activity [GO:0004930]; receptor serine/threonine kinase binding [GO:0033612]"		no	no	no	no	no	no	0	yes	yes	4	1	4	1
MVD	P53602	"ATP binding [GO:0005524]; diphosphomevalonate decarboxylase activity [GO:0004163]; Hsp70 protein binding [GO:0030544]; protein homodimerization activity [GO:0042803]"		no	no	no	no	no	no	0	yes	yes	1	2	1	2
NUP62	P37198	"chromatin binding [GO:0003682]; Hsp70 protein binding [GO:0030544]; Hsp90 protein binding [GO:0051879]; phospholipid binding [GO:0005543]; PTB domain binding [GO:0051425]; SH2 domain binding [GO:0042169]; signaling receptor complex adaptor activity [GO:0030159]; structural constituent of nuclear pore [GO:0017056]; ubiquitin binding [GO:0043130]"		no	yes	no	no	no	no	1	yes	yes	4	1	4	1
RYK	P34925	"ATP binding [GO:0005524]; coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway [GO:1904929]; frizzled binding [GO:0005109]; protein kinase activity [GO:0004672]; transmembrane signaling receptor activity [GO:0004888]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]"		no	no	no	no	no	no	0	yes	yes	4	5	4	5
FLG	P20930	"calcium ion binding [GO:0005509]; structural constituent of skin epidermis [GO:0030280]; transition metal ion binding [GO:0046914]"		no	yes	no	no	no	no	1	yes	yes	NA	NA	NA	NA
SLC22A5	O76082	"(R)-carnitine transmembrane transporter activity [GO:1901235]; ATP binding [GO:0005524]; carnitine transmembrane transporter activity [GO:0015226]; PDZ domain binding [GO:0030165]; quaternary ammonium group transmembrane transporter activity [GO:0015651]; symporter activity [GO:0015293]; xenobiotic transmembrane transporter activity [GO:0042910]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
NOTCH3	Q9UM47	"cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; signaling receptor activity [GO:0038023]"		no	yes	no	no	no	no	1	yes	yes	1	6	1	6
CHD4	Q14839	"ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone binding [GO:0042393]; histone deacetylase binding [GO:0042826]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription coregulator binding [GO:0001221]; zinc ion binding [GO:0008270]"		no	yes	no	no	no	no	1	yes	yes	3	0	3	0
ADRA2A	P08913	"alpha-1B adrenergic receptor binding [GO:0031692]; alpha-2C adrenergic receptor binding [GO:0031696]; alpha2-adrenergic receptor activity [GO:0004938]; epinephrine binding [GO:0051379]; G protein-coupled receptor activity [GO:0004930]; heterotrimeric G-protein binding [GO:0032795]; norepinephrine binding [GO:0051380]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; thioesterase binding [GO:0031996]"		no	no	no	no	no	no	0	yes	yes	4	14	4	14
ATP5ME	P56385	proton transmembrane transporter activity [GO:0015078]		no	no	no	no	no	no	0	yes	yes	1	0	1	0
ORAI1	Q96D31	"calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; store-operated calcium channel activity [GO:0015279]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
PRAMEF5	Q5TYX0			no	no	no	yes	no	no	1	no	no	NA	NA	NA	NA
TBCA	O75347	"beta-tubulin binding [GO:0048487]; chaperone binding [GO:0051087]; RNA binding [GO:0003723]; tubulin binding [GO:0015631]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
STARD8	Q92502	"GTPase activator activity [GO:0005096]; lipid binding [GO:0008289]"		no	no	no	no	no	no	0	yes	yes	2	0	2	0
QRICH1	Q2TAL8	DNA binding [GO:0003677]	2	no	yes	no	no	no	yes	2	yes	yes	12	0	12	0
PPP2R2A	P63151	protein phosphatase regulator activity [GO:0019888]		no	no	no	no	no	no	0	yes	yes	7	2	7	2
FOXO4	P98177	"beta-catenin binding [GO:0008013]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription factor binding [GO:0140297]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; nucleic acid binding [GO:0003676]; promoter-specific chromatin binding [GO:1990841]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]"		no	no	no	no	no	no	0	yes	yes	1	16	1	16
CNR2	P34972	"cannabinoid receptor activity [GO:0004949]; G protein-coupled receptor activity [GO:0004930]"		no	no	no	no	no	no	0	yes	yes	4	2	4	2
CDK10	Q15131	"ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]"		no	yes	no	no	no	no	1	yes	yes	1	0	1	0
BLOC1S5	Q8TDH9			no	no	no	no	no	no	0	yes	yes	1	0	1	0
SLC12A1	Q13621	"potassium:chloride symporter activity [GO:0015379]; sodium:potassium:chloride symporter activity [GO:0008511]"		no	no	no	no	no	no	0	yes	yes	1	3	1	3
SH2B3	Q9UQQ2	"protein tyrosine kinase binding [GO:1990782]; signaling receptor complex adaptor activity [GO:0030159]; stem cell factor receptor binding [GO:0005173]; transmembrane receptor protein tyrosine kinase adaptor activity [GO:0005068]"		no	no	no	no	no	no	0	yes	yes	1	3	1	3
SF3A2	Q15428	"RNA binding [GO:0003723]; zinc ion binding [GO:0008270]"		no	no	no	no	no	no	0	yes	yes	2	0	2	0
COL10A1	Q03692	"extracellular matrix structural constituent [GO:0005201]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; metal ion binding [GO:0046872]"		no	yes	no	no	no	no	1	yes	yes	NA	NA	NA	NA
SLC27A5	Q9Y2P5	"ATP binding [GO:0005524]; cholate-CoA ligase activity [GO:0047747]; fatty acid transmembrane transporter activity [GO:0015245]; long-chain fatty acid transporter activity [GO:0005324]; long-chain fatty acid-CoA ligase activity [GO:0004467]; oxidoreductase activity [GO:0016491]; protein-containing complex binding [GO:0044877]; very long-chain fatty acid-CoA ligase activity [GO:0031957]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
CDCA8	Q53HL2			no	no	no	no	no	no	0	yes	yes	0	1	0	1
CLDN2	P57739	"identical protein binding [GO:0042802]; structural molecule activity [GO:0005198]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
CYFIP1	Q7L576	"actin filament binding [GO:0051015]; RNA 7-methylguanosine cap binding [GO:0000340]; small GTPase binding [GO:0031267]; translation regulator activity [GO:0045182]"	2	yes	no	no	no	no	yes	2	yes	yes	3	0	3	0
PTPN5	P54829	"phosphotyrosine residue binding [GO:0001784]; protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]"		no	no	no	no	no	no	0	yes	yes	4	0	4	0
COP1	Q8NHY2	"metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]"		no	no	no	no	no	no	0	yes	yes	2	2	2	2
PAK5	Q9P286	"ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]"		no	no	no	no	no	no	0	yes	yes	3	0	3	0
GCDH	Q92947	"fatty-acyl-CoA binding [GO:0000062]; flavin adenine dinucleotide binding [GO:0050660]; glutaryl-CoA dehydrogenase activity [GO:0004361]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
RFXANK	O14593	"DNA binding [GO:0003677]; histone deacetylase binding [GO:0042826]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
NUMB	P49757	"alpha-catenin binding [GO:0045294]; beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]"		no	no	no	no	no	no	0	yes	yes	6	8	6	8
FGF10	O15520	"chemoattractant activity [GO:0042056]; fibroblast growth factor receptor binding [GO:0005104]; growth factor activity [GO:0008083]; heparin binding [GO:0008201]; type 2 fibroblast growth factor receptor binding [GO:0005111]"		no	yes	no	no	no	no	1	yes	yes	1	0	1	0
PRTN3	P24158	"enzyme binding [GO:0019899]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]; signaling receptor binding [GO:0005102]"		no	no	no	no	no	no	0	yes	yes	4	0	4	0
TRIM49	P0CI25	"protein kinase binding [GO:0019901]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
NAGS	Q8N159	"acetyl-CoA:L-glutamate N-acetyltransferase activity [GO:0004042]; methione N-acyltransferase activity [GO:0103045]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
CYP26A1	O43174	"all-trans retinoic acid 18-hydroxylase activity [GO:0062183]; all-trans retinoic acid 4-hydrolase activity [GO:0062182]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; oxygen binding [GO:0019825]; retinoic acid 4-hydroxylase activity [GO:0008401]; retinoic acid binding [GO:0001972]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
CDC14A	Q9UNH5	"myosin phosphatase activity [GO:0017018]; protein serine/threonine phosphatase activity [GO:0004722]; protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]"		no	no	no	no	no	no	0	yes	yes	6	0	6	0
SELP	P16109	"calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; fucose binding [GO:0042806]; glycosphingolipid binding [GO:0043208]; heparin binding [GO:0008201]; lipopolysaccharide binding [GO:0001530]; oligosaccharide binding [GO:0070492]; sialic acid binding [GO:0033691]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
SRPRA	P08240	"GTP binding [GO:0005525]; GTPase activity [GO:0003924]; molecular adaptor activity [GO:0060090]; RNA binding [GO:0003723]; signal recognition particle binding [GO:0005047]"	1	no	no	no	no	no	yes	1	yes	yes	0	1	0	1
BNIP3L	O60238	"identical protein binding [GO:0042802]; lamin binding [GO:0005521]; protein homodimerization activity [GO:0042803]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
FBXO4	Q9UKT5	"protein homodimerization activity [GO:0042803]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
EXOSC6	Q5RKV6	RNA binding [GO:0003723]		no	no	no	no	no	no	0	yes	yes	1	0	1	0
LRIG2	O94898	signaling receptor binding [GO:0005102]		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
IL4	P05112	"cytokine activity [GO:0005125]; growth factor activity [GO:0008083]; interleukin-4 receptor binding [GO:0005136]"		no	no	no	no	no	no	0	yes	yes	3	2	3	2
TOPORS	Q9NS56	"antigen binding [GO:0003823]; DNA binding [GO:0003677]; DNA topoisomerase binding [GO:0044547]; metal ion binding [GO:0046872]; SUMO transferase activity [GO:0019789]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]"		no	no	no	no	no	no	0	yes	yes	1	2	1	2
NIPA2	Q8N8Q9	magnesium ion transmembrane transporter activity [GO:0015095]	3	no	no	no	no	no	yes	1	no	no	NA	NA	NA	NA
TBX18	O95935	"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; protein homodimerization activity [GO:0042803]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]; transcription cis-regulatory region binding [GO:0000976]"		no	yes	no	no	no	no	1	yes	yes	NA	NA	NA	NA
HLA-DRB5	Q30154	"MHC class II protein complex binding [GO:0023026]; peptide antigen binding [GO:0042605]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
BCL11A	Q9H165	"DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor binding [GO:0140297]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription coregulator activity [GO:0003712]; transcription regulatory region nucleic acid binding [GO:0001067]"	1	no	yes	no	no	yes	yes	3	yes	yes	2	0	2	0
NPY2R	P49146	"calcium channel regulator activity [GO:0005246]; neuropeptide binding [GO:0042923]; neuropeptide receptor activity [GO:0008188]; neuropeptide Y receptor activity [GO:0004983]; peptide YY receptor activity [GO:0001601]; signaling receptor activity [GO:0038023]"		no	no	no	no	no	no	0	yes	yes	NA	NA	0	1
AQP4	P55087	"identical protein binding [GO:0042802]; water channel activity [GO:0015250]"		no	no	no	no	no	no	0	yes	yes	0	3	0	3
IL2RA	P01589	"interleukin-2 binding [GO:0019976]; interleukin-2 receptor activity [GO:0004911]"		no	no	no	no	no	no	0	yes	yes	0	4	0	4
PSMC5	P62195	"ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA-binding transcription factor binding [GO:0140297]; general transcription initiation factor binding [GO:0140296]; proteasome-activating activity [GO:0036402]; TBP-class protein binding [GO:0017025]; thyrotropin-releasing hormone receptor binding [GO:0031531]; transcription factor binding [GO:0008134]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
MRPL43	Q8N983	"RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]"		no	no	no	no	no	no	0	yes	yes	NA	NA	1	0
NDUFS3	O75489	"electron transfer activity [GO:0009055]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH dehydrogenase activity [GO:0003954]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
EXOC5	O00471	"protein N-terminus binding [GO:0047485]; small GTPase binding [GO:0031267]"	3	no	no	no	no	no	yes	1	yes	yes	2	0	2	0
CFI	P05156	"metal ion binding [GO:0046872]; scavenger receptor activity [GO:0005044]; serine-type endopeptidase activity [GO:0004252]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
ABCC9	O60706	"ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATPase-coupled cation transmembrane transporter activity [GO:0019829]; ATPase-coupled inorganic anion transmembrane transporter activity [GO:0043225]; ATPase-coupled transmembrane transporter activity [GO:0042626]; potassium channel activity [GO:0005267]; potassium channel regulator activity [GO:0015459]; sulfonylurea receptor activity [GO:0008281]; transmembrane transporter binding [GO:0044325]"		no	yes	no	no	no	no	1	yes	yes	1	0	1	0
RPAP3	Q9H6T3			no	no	no	no	no	no	0	yes	yes	1	0	1	0
TRIP12	Q14669	"nuclear thyroid hormone receptor binding [GO:0046966]; ubiquitin protein ligase activity [GO:0061630]"	1	yes	yes	no	no	yes	yes	4	yes	yes	3	1	3	1
CDH2	P19022	"alpha-catenin binding [GO:0045294]; beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; gamma-catenin binding [GO:0045295]; identical protein binding [GO:0042802]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; RNA binding [GO:0003723]"		no	no	no	no	no	no	0	yes	yes	3	5	3	5
SIM2	Q14190	"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein heterodimerization activity [GO:0046982]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
TPP1	O14773	"endopeptidase activity [GO:0004175]; lysophosphatidic acid binding [GO:0035727]; metal ion binding [GO:0046872]; peptidase activity [GO:0008233]; peptide binding [GO:0042277]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]; sulfatide binding [GO:0120146]; tripeptidyl-peptidase activity [GO:0008240]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
MFSD2A	Q8NA29	"fatty acid transmembrane transporter activity [GO:0015245]; long-chain fatty acid transporter activity [GO:0005324]; lysophosphatidylcholine flippase activity [GO:0140348]; lysophospholipid:sodium symporter activity [GO:0051978]; oleate transmembrane transporter activity [GO:1901480]; phospholipid transporter activity [GO:0005548]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
HOOK3	Q86VS8	"dynactin binding [GO:0034452]; dynein intermediate chain binding [GO:0045505]; dynein light chain binding [GO:0045503]; dynein light intermediate chain binding [GO:0051959]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]"		no	no	no	no	no	no	0	yes	no	NA	NA	2	0
